shape,name,lng,lat
"117.286923,31.814125_117.287062,31.815269_117.287787,31.815092_117.287678,31.814069_117.286923,31.814115_117.286923,31.814125",中铁电器小区,117.287354,31.814635
"117.229376,31.851797_117.229333,31.851967_117.229316,31.852269_117.22946,31.852572_117.230726,31.852161_117.230742,31.851748_117.229379,31.851633_117.229376,31.851797",世纪公寓,117.229954,31.852043
"117.231848,31.860316_117.230941,31.860228_117.230931,31.860185_117.230979,31.859234_117.231694,31.858955_117.231723,31.858964_117.231848,31.860316",丰乐苑东区,117.231219,31.859431
"117.229857,31.860172_117.230505,31.860201_117.230524,31.859537_117.229857,31.860172",丰乐苑西区,117.230277,31.860014
"117.308055,31.981089_117.308287,31.98102_117.308789,31.98106_117.308884,31.981042_117.308983,31.980979_117.309012,31.980794_117.308962,31.980429_117.308971,31.980203_117.309182,31.979896_117.309208,31.979551_117.309343,31.978936_117.308579,31.978645_117.307745,31.978557_117.302832,31.978119_117.300376,31.977899_117.298976,31.977773_117.298834,31.978685_117.298147,31.978605_117.297782,31.978572_117.297671,31.979236_117.297422,31.980791_117.297216,31.982349_117.297081,31.983291_117.297031,31.984403_117.296991,31.985253_117.299144,31.985297_117.300046,31.985351_117.304081,31.985538_117.305622,31.985558_117.305668,31.985509_117.305717,31.98547_117.305758,31.985459_117.306151,31.985423_117.306431,31.985392_117.306551,31.985366_117.306587,31.985282_117.306567,31.985068_117.306523,31.984934_117.306538,31.984827_117.306611,31.984573_117.306891,31.984152_117.306942,31.983925_117.306888,31.983744_117.306776,31.983629_117.306642,31.983478_117.30657,31.983354_117.306505,31.983211_117.306481,31.983107_117.306496,31.982894_117.306547,31.982764_117.306606,31.982649_117.306735,31.982505_117.306889,31.982377_117.307018,31.982257_117.30712,31.98218_117.307224,31.982102_117.307356,31.981925_117.307456,31.981745_117.307561,31.981573_117.307677,31.981408_117.307786,31.981287_117.30791,31.981165_117.308055,31.981089",丰乐生态园(暂停营业),117.300525,31.982908
"117.316772,31.860156_117.316465,31.859494_117.316022,31.859642_117.315959,31.859497_117.315143,31.859764_117.315435,31.860317_117.315924,31.860139_117.316058,31.860411_117.316772,31.860156",丰大住宅,117.315985,31.859933
"117.226775,31.776591_117.226802,31.776595_117.226828,31.77659_117.227483,31.77618_117.227495,31.776148_117.227495,31.776121_117.227439,31.775188_117.227428,31.775165_117.227401,31.775143_117.227294,31.775131_117.227027,31.77514_117.227001,31.775149_117.225977,31.775849_117.225963,31.775872_117.225965,31.775909_117.226108,31.776182_117.22617,31.776249_117.226775,31.776591",丰大国际,117.226842,31.775866
"117.269581,32.00036_117.267661,32.000585_117.267641,32.000693_117.267262,32.000753_117.26708,32.00113_117.266826,32.002397_117.266733,32.003044_117.266601,32.003022_117.266517,32.003344_117.266798,32.003416_117.266653,32.003881_117.267229,32.004011_117.267489,32.003207_117.267329,32.002709_117.267357,32.002555_117.267407,32.002397_117.267507,32.002244_117.267619,32.002154_117.268066,32.002506_117.268987,32.002687_117.269637,32.000394_117.269581,32.00036",丰湖苑,117.268024,32.001805
"117.222221,31.85383_117.221867,31.852982_117.219989,31.853438_117.220376,31.854114_117.222221,31.85383",丰盛华庭,117.221142,31.853581
"117.296374,31.890134_117.2957,31.89018_117.295706,31.889028_117.295711,31.88801_117.295711,31.887721_117.296352,31.887721_117.296602,31.887782_117.296658,31.887862_117.296703,31.887903_117.296851,31.887962_117.297353,31.889946_117.296374,31.890134",临桥苑,117.296387,31.889008
"117.302876,31.886438_117.303886,31.886944_117.304202,31.886877_117.304338,31.886777_117.304432,31.886594_117.304497,31.88622_117.304558,31.88583_117.304496,31.885674_117.304319,31.885488_117.304201,31.885457_117.303997,31.885466_117.303897,31.885609_117.303347,31.885723_117.303249,31.885738_117.303222,31.886094_117.303056,31.886091_117.3029,31.886255_117.302876,31.886438",临泉花苑,117.303829,31.886207
"117.309798,31.880878_117.310804,31.880313_117.31074,31.880222_117.31074,31.880163_117.310772,31.880101_117.310804,31.880056_117.310836,31.879999_117.310327,31.879388_117.310324,31.879295_117.310179,31.879177_117.309956,31.879156_117.309825,31.879853_117.309734,31.880192_117.309696,31.880238_117.309391,31.880343_117.309798,31.880878",新城花园(临泉路),117.31015,31.880068
"117.263414,31.886946_117.263221,31.88748_117.263123,31.887768_117.263112,31.887813_117.263107,31.887898_117.263035,31.888888_117.263039,31.889209_117.263044,31.889236_117.263052,31.889253_117.263068,31.889267_117.263095,31.889282_117.263137,31.889296_117.263179,31.889304_117.264599,31.889385_117.264996,31.889397_117.265013,31.889396_117.265029,31.88939_117.265047,31.88938_117.265055,31.88936_117.26506,31.889277_117.26511,31.888124_117.265134,31.8875_117.265132,31.887481_117.265126,31.887472_117.265111,31.887465_117.265087,31.887459_117.265052,31.887454_117.264934,31.88745_117.264912,31.887447_117.264904,31.887442_117.264896,31.887434_117.264892,31.887421_117.264892,31.887405_117.264898,31.887325_117.264898,31.887294_117.264896,31.887283_117.264894,31.887275_117.26489,31.88727_117.264883,31.887265_117.264867,31.887263_117.264612,31.887256_117.264597,31.887254_117.264588,31.887248_117.264583,31.88724_117.264577,31.88723_117.264576,31.887214_117.264579,31.886985_117.264577,31.886962_117.264572,31.88695_117.264564,31.886939_117.264549,31.886934_117.264525,31.886929_117.263775,31.886906_117.263471,31.886901_117.263451,31.886904_117.263435,31.886909_117.263424,31.886921_117.263414,31.886946",昆仑花园(凤淮路),117.264086,31.888214
"117.245451,31.709961_117.246285,31.709967_117.246291,31.710317_117.247299,31.710315_117.247761,31.710253_117.248212,31.710376_117.248683,31.710348_117.248743,31.710311_117.250229,31.71033_117.250348,31.710213_117.250499,31.710133_117.250514,31.708559_117.248586,31.706288_117.248358,31.706242_117.246938,31.707025_117.247193,31.707488_117.247515,31.707917_117.24756,31.709116_117.24544,31.709122_117.245451,31.709961",临湖社区祥园,117.248389,31.708755
"117.242452,31.711704_117.24261,31.711694_117.242715,31.71161_117.242718,31.711294_117.2442,31.711284_117.245289,31.711297_117.245256,31.709064_117.244435,31.709064_117.244419,31.709566_117.240964,31.70961_117.24094,31.71171_117.242452,31.711704",临湖社区3期,117.243098,31.710474
"117.247953,31.713129_117.250157,31.713088_117.250442,31.713083_117.250544,31.713049_117.250635,31.712978_117.25064,31.712887_117.250597,31.71072_117.250447,31.710701_117.250324,31.710674_117.250116,31.710554_117.248625,31.710552_117.24819,31.710548_117.247926,31.710611_117.24766,31.710649_117.24731,31.710577_117.24637,31.710569_117.246349,31.710886_117.245852,31.710892_117.245842,31.712214_117.247931,31.712237_117.247953,31.713129",临湖社区1期,117.248505,31.71171
"117.312849,31.712889_117.312942,31.71287_117.312983,31.712824_117.312967,31.711514_117.312925,31.711447_117.312821,31.711397_117.311231,31.711383_117.311146,31.71143_117.311101,31.711478_117.311127,31.712291_117.312456,31.712286_117.312433,31.712875_117.312849,31.712889",临湖苑A区,117.312146,31.711961
"117.314978,31.709726_117.315037,31.709775_117.315053,31.709827_117.315033,31.711224_117.31499,31.711254_117.314932,31.711275_117.313249,31.711274_117.313172,31.711264_117.313111,31.71125_117.31311,31.70983_117.313164,31.709763_117.31322,31.709714_117.314978,31.709726",临湖苑E区,117.314076,31.710497
"117.31106,31.709783_117.311163,31.709722_117.312855,31.709699_117.312931,31.709753_117.312948,31.709817_117.312931,31.711154_117.3129,31.711229_117.312828,31.711267_117.311139,31.711247_117.311096,31.711231_117.311063,31.711183_117.31106,31.709783",临湖苑D区,117.312005,31.710483
"117.317216,31.712811_117.317141,31.712867_117.315519,31.712831_117.31546,31.712794_117.315422,31.712724_117.315411,31.71148_117.315446,31.711439_117.315494,31.7114_117.315562,31.711391_117.317176,31.711409_117.317227,31.711446_117.317238,31.71151_117.317216,31.712811",临湖苑C区,117.316325,31.712122
"117.313163,31.712871_117.314988,31.712844_117.315041,31.712785_117.315054,31.712687_117.315043,31.711439_117.315017,31.711402_117.313182,31.711391_117.313102,31.711494_117.313126,31.712833_117.313163,31.712871",临湖苑B区,117.314077,31.712126
"117.317201,31.711199_117.317233,31.711148_117.317217,31.709806_117.317193,31.709746_117.317131,31.709707_117.315443,31.709715_117.315395,31.709752_117.315373,31.709839_117.315381,31.711157_117.315489,31.711251_117.317135,31.711241_117.317201,31.711199",临湖苑F区,117.316301,31.710478
"117.190926,31.955232_117.19385,31.953596_117.19415,31.953956_117.194413,31.954058_117.194496,31.954063_117.19484,31.953894_117.195068,31.953796_117.1951,31.953808_117.195545,31.954377_117.194633,31.954852_117.194376,31.954994_117.193582,31.955271_117.192906,31.955565_117.192372,31.955713_117.192206,31.955751_117.191731,31.955649_117.191101,31.955371_117.190926,31.955232",临湖雅苑,117.193264,31.954731
"117.308986,31.806139_117.310603,31.806389_117.310722,31.805804_117.310205,31.805689_117.310252,31.805526_117.309631,31.805395_117.309519,31.805388_117.309327,31.805364_117.308986,31.806139",临环苑1期,117.310059,31.805790
"117.208807,31.788638_117.20934,31.788635_117.209582,31.788459_117.209575,31.788137_117.209551,31.787805_117.209505,31.787783_117.20909,31.787803_117.208738,31.787805_117.208742,31.788524_117.208807,31.788638",丹霞柠檬郡,117.209149,31.788206
"117.24445,31.822202_117.244448,31.822229_117.244456,31.822245_117.244467,31.822263_117.244483,31.822282_117.244504,31.822295_117.244542,31.822309_117.244568,31.822318_117.244625,31.822325_117.244678,31.822327_117.244735,31.822314_117.245883,31.822022_117.24709,31.821821_117.247133,31.82181_117.247173,31.821783_117.247189,31.821771_117.247218,31.821723_117.247232,31.821691_117.247232,31.821085_117.247273,31.82061_117.247271,31.820589_117.247267,31.820578_117.247257,31.820566_117.247241,31.820559_117.247212,31.820553_117.245777,31.820521_117.244585,31.820476_117.244566,31.820484_117.244548,31.820494_117.244535,31.820509_117.244531,31.820523_117.244526,31.820554_117.244526,31.82058_117.24445,31.822202",丹青花园,117.245767,31.821298
"117.168225,31.713222_117.16821,31.713267_117.168179,31.713281_117.168069,31.713226_117.167922,31.713127_117.167807,31.713038_117.167776,31.712865_117.16771,31.712836_117.167731,31.712545_117.167323,31.712497_117.16669,31.713675_117.166011,31.713404_117.166476,31.71243_117.166808,31.712065_117.16827,31.712165_117.168225,31.713222",丽景湾,117.167146,31.712737
"117.225335,31.784828_117.225388,31.784832_117.225913,31.784472_117.225124,31.783526_117.22572,31.783146_117.225188,31.782519_117.223856,31.7833_117.225267,31.784801_117.225335,31.784828",丽景碧雅,117.224966,31.783634
"117.444183,31.891359_117.444218,31.889896_117.442019,31.889831_117.44195,31.891321_117.444183,31.891359",丽水云天,117.443089,31.890604
"117.37643,31.877252_117.376708,31.875801_117.378078,31.875817_117.378051,31.87796_117.377389,31.877997_117.377383,31.878671_117.376202,31.878689_117.376158,31.878669_117.37643,31.877252",丽水·天锦苑,117.377184,31.877209
"117.278672,31.727402_117.278664,31.726711_117.278659,31.725491_117.278696,31.72545_117.280716,31.725445_117.280716,31.727361_117.280633,31.727421_117.278672,31.727402",丽水家园(西藏路),117.279692,31.726428
"117.320267,31.843209_117.319975,31.842733_117.319972,31.842673_117.320468,31.842092_117.320551,31.842106_117.32094,31.842796_117.320919,31.842863_117.320267,31.843209",丽水芙蓉,117.320444,31.842678
"117.284394,31.898242_117.284472,31.89788_117.285134,31.897976_117.285191,31.897576_117.283698,31.897401_117.283576,31.89814_117.284394,31.898242",丽都名邸,117.284284,31.897794
"117.305048,31.822267_117.305031,31.822279_117.304999,31.822294_117.30496,31.822301_117.304148,31.822268_117.304126,31.822267_117.304098,31.82226_117.304078,31.822247_117.303748,31.821876_117.303207,31.821203_117.303177,31.821154_117.303169,31.82111_117.303173,31.821052_117.303199,31.821007_117.303716,31.820328_117.303759,31.820294_117.303802,31.820274_117.303858,31.820258_117.303911,31.820256_117.304467,31.820281_117.304489,31.820286_117.304505,31.8203_117.304519,31.820324_117.305058,31.822247_117.305048,31.822267",丽阳兰庭,117.304148,31.82129
"117.304181,31.819946_117.304124,31.819958_117.3042,31.820226_117.304264,31.820215_117.304281,31.820266_117.304528,31.820219_117.304422,31.819806_117.304478,31.819592_117.304397,31.819574_117.304154,31.819865_117.304181,31.819946",爱雅Miss精品酒店,117.304339,31.819963
"117.375557,31.864816_117.375504,31.863966_117.374865,31.863957_117.374419,31.86557_117.374866,31.865615_117.375738,31.865576_117.375557,31.864816",丽阳雅居,117.375105,31.864876
"117.319781,31.872718_117.319853,31.873354_117.320216,31.873334_117.320215,31.873473_117.320529,31.873434_117.320685,31.873417_117.320765,31.873428_117.321132,31.87331_117.32116,31.873297_117.321806,31.873153_117.321881,31.873125_117.321869,31.873033_117.321778,31.872664_117.319781,31.872718",久康苑,117.320777,31.873018
"117.267897,31.884528_117.26787,31.884308_117.267802,31.884189_117.267701,31.884169_117.267049,31.884678_117.266897,31.88483_117.267191,31.885079_117.267894,31.885043_117.267897,31.884528",祥源义井公寓,117.267506,31.884703
"117.291521,31.866832_117.29145,31.86655_117.290628,31.866701_117.29068,31.866925_117.290852,31.86699_117.291031,31.867641_117.29245,31.867354_117.292855,31.867272_117.292933,31.867197_117.293009,31.86702_117.292837,31.866307_117.292251,31.866422_117.29234,31.86676_117.291653,31.866873_117.291521,31.866832",义仓小区,117.291877,31.86701
"117.292295,31.867753_117.292481,31.868495_117.293853,31.868203_117.29353,31.86714_117.292888,31.867314_117.292251,31.867478_117.292295,31.867753",公园新村(义仓巷),117.293033,31.867834
"117.476674,31.822605_117.475971,31.821754_117.47599,31.8217_117.476081,31.821638_117.477766,31.820681_117.476915,31.819758_117.477956,31.819152_117.478034,31.819241_117.478203,31.819186_117.478324,31.819355_117.478795,31.819197_117.477948,31.8178_117.478966,31.817151_117.479844,31.818644_117.479601,31.818906_117.479684,31.819309_117.479783,31.81963_117.47994,31.819971_117.479826,31.820209_117.478539,31.82093_117.478436,31.820802_117.478145,31.820831_117.47877,31.82157_117.478908,31.821489_117.478926,31.821381_117.480217,31.820709_117.480532,31.820712_117.481153,31.821248_117.479565,31.822133_117.479528,31.822179_117.479661,31.822268_117.47972,31.822312_117.479933,31.822503_117.480107,31.822677_117.480192,31.822772_117.480196,31.822808_117.4802,31.822845_117.480735,31.82357_117.480257,31.823825_117.479131,31.823824_117.479104,31.823983_117.478733,31.824003_117.478084,31.823306_117.47803,31.8233_117.477416,31.82363_117.477046,31.823112_117.476811,31.822763_117.476674,31.822605",义和家园西区,117.47842,31.820577
"117.487399,31.815499_117.487763,31.81681_117.487828,31.817647_117.487795,31.818739_117.488053,31.81901_117.492414,31.815891_117.492562,31.814531_117.491386,31.81458_117.491342,31.811588_117.491111,31.811429_117.487833,31.812176_117.486015,31.813125_117.48683,31.814515_117.487399,31.815499",义和家园东区,117.489357,31.814788
"117.292086,31.813477_117.29198,31.813727_117.291406,31.81355_117.291827,31.81233_117.292428,31.812469_117.292086,31.813477",义城劳服公司小区,117.291945,31.813651
"117.290834,31.82399_117.291142,31.824081_117.291128,31.824141_117.291597,31.824246_117.291511,31.824753_117.291448,31.824806_117.291173,31.824613_117.291112,31.824671_117.290674,31.824378_117.290834,31.82399",义城建安小区,117.291158,31.82438
"117.284787,31.820817_117.285584,31.820789_117.285584,31.820932_117.285395,31.821136_117.285307,31.821232_117.285029,31.8212_117.284867,31.821197_117.284858,31.82125_117.284792,31.821257_117.284787,31.820817",乐天花园(徽州大道),117.285152,31.820995
"117.204784,31.851151_117.204719,31.851102_117.203412,31.8511_117.20342,31.851909_117.203847,31.851907_117.20385,31.852326_117.204822,31.852322_117.204824,31.851695_117.204813,31.85126_117.204784,31.851151",顶间花园,117.204173,31.851667
"117.168681,31.853643_117.168688,31.853653_117.168701,31.853661_117.168715,31.853665_117.172338,31.853628_117.172359,31.853621_117.172371,31.85361_117.172375,31.853598_117.172375,31.853583_117.172383,31.852718_117.172375,31.851817_117.172375,31.851812_117.172371,31.851806_117.172367,31.851803_117.172362,31.8518_117.172351,31.851797_117.172343,31.851796_117.168706,31.851779_117.168689,31.85178_117.168681,31.851784_117.168671,31.851786_117.168664,31.851792_117.16866,31.8518_117.168656,31.851808_117.168656,31.851818_117.16867,31.853383_117.168678,31.853627_117.168681,31.853643",乐客来国际商业中心,117.170513,31.852716
"117.210691,31.813837_117.210723,31.813863_117.210751,31.813876_117.210813,31.813902_117.210871,31.813911_117.210967,31.813915_117.211362,31.81392_117.212632,31.813936_117.212665,31.813936_117.212683,31.81393_117.212697,31.81392_117.212724,31.813894_117.212734,31.813864_117.212759,31.813725_117.21277,31.813403_117.212754,31.812871_117.212771,31.812348_117.212795,31.811857_117.212787,31.811816_117.212779,31.811795_117.21275,31.811764_117.212711,31.811747_117.212654,31.811738_117.210994,31.811692_117.209274,31.811655_117.208367,31.81166_117.20834,31.811669_117.208328,31.811688_117.208321,31.811709_117.208321,31.811739_117.208335,31.811774_117.20835,31.811806_117.208646,31.812019_117.209228,31.812408_117.209603,31.812699_117.209908,31.812965_117.210306,31.813396_117.210691,31.813837",乐富强御龙湾,117.211087,31.812651
"117.350721,31.857588_117.350051,31.856447_117.350759,31.856135_117.350501,31.855458_117.350397,31.855192_117.349968,31.854823_117.349463,31.854438_117.349163,31.854176_117.34901,31.854027_117.348943,31.853914_117.350729,31.85339_117.350825,31.853614_117.350766,31.853631_117.351293,31.854735_117.351432,31.855055_117.35159,31.855013_117.351643,31.855112_117.351987,31.854994_117.352333,31.855907_117.352442,31.85594_117.35263,31.856241_117.352214,31.8567_117.351499,31.857297_117.351397,31.857222_117.350994,31.857486_117.350721,31.857588",乐水苑,117.350935,31.855491
"117.347487,31.854123_117.347393,31.854141_117.347226,31.854187_117.347235,31.854371_117.347822,31.8548_117.348443,31.855315_117.348801,31.855602_117.348967,31.855852_117.349405,31.856182_117.349622,31.85615_117.349797,31.855942_117.34997,31.855918_117.350071,31.85575_117.34936,31.855171_117.348939,31.854801_117.348588,31.854495_117.348517,31.854453_117.348439,31.854393_117.348344,31.854349_117.348167,31.854299_117.347487,31.854123",钢新苑,117.348707,31.855115
"117.237367,31.838132_117.237354,31.838084_117.237304,31.83806_117.237062,31.838055_117.235572,31.838015_117.234825,31.838011_117.234006,31.837974_117.233992,31.838587_117.234442,31.838602_117.23443,31.838811_117.234573,31.838819_117.23456,31.839316_117.23455,31.839752_117.234528,31.840013_117.235532,31.840047_117.236163,31.840059_117.236271,31.840018_117.23637,31.839923_117.237318,31.839934_117.237332,31.839345_117.237343,31.83883_117.237367,31.838132",九华·华林家园,117.235823,31.838969
"117.35758,31.866285_117.35756,31.866587_117.359525,31.86671_117.359589,31.866_117.359582,31.865928_117.359521,31.865891_117.358294,31.86584_117.358284,31.866089_117.357603,31.866124_117.35758,31.866285",华龙苑,117.358673,31.866291
"117.285183,31.838618_117.285056,31.838593_117.284151,31.838676_117.283953,31.838727_117.282882,31.838644_117.282928,31.839055_117.282972,31.839061_117.284471,31.839237_117.285088,31.839241_117.285193,31.839178_117.285183,31.838618",九华山庄,117.284152,31.83892
"117.201353,31.789476_117.201226,31.789631_117.201245,31.78969_117.201276,31.789713_117.201162,31.789941_117.2011,31.789928_117.201018,31.789989_117.201018,31.790101_117.201113,31.790198_117.200974,31.790454_117.200195,31.790131_117.200081,31.790336_117.199737,31.79086_117.199049,31.79193_117.199027,31.791981_117.199032,31.792062_117.199146,31.792114_117.199328,31.792185_117.199661,31.792296_117.200765,31.792725_117.201592,31.793185_117.201934,31.793407_117.202041,31.793411_117.202109,31.793367_117.202263,31.79319_117.202601,31.792845_117.202737,31.792723_117.203176,31.79242_117.203459,31.79228_117.203555,31.792231_117.203589,31.792192_117.203574,31.791746_117.203576,31.791407_117.203562,31.790676_117.20356,31.790176_117.203551,31.789052_117.201341,31.789071_117.201353,31.789476",九溪江南,117.201743,31.791167
"117.295873,31.863525_117.29581,31.863084_117.296843,31.863028_117.296915,31.863403_117.295873,31.863525",合肥豪情商务宾馆(九狮分店),117.296347,31.863262
"117.380941,31.868078_117.379484,31.868034_117.379508,31.864475_117.380581,31.864481_117.380817,31.8646_117.380919,31.86468_117.381542,31.865518_117.381706,31.86575_117.381839,31.865981_117.381867,31.86622_117.381836,31.866559_117.381864,31.867109_117.381846,31.867187_117.381732,31.867471_117.381733,31.867931_117.380949,31.867901_117.380941,31.868078",九狮水岸,117.380564,31.866371
"117.380067,31.866646_117.380618,31.866638_117.380487,31.866454_117.380409,31.86631_117.380406,31.866161_117.380248,31.866158_117.380078,31.86636_117.380067,31.866646",京狮幼儿园,117.380331,31.866410
"117.313496,31.792043_117.313237,31.792898_117.313236,31.792912_117.313243,31.792923_117.313258,31.792934_117.313282,31.792945_117.314097,31.793121_117.316421,31.793419_117.316443,31.793419_117.316463,31.793414_117.316471,31.79341_117.316479,31.793402_117.316756,31.792498_117.316944,31.791923_117.31695,31.791908_117.316942,31.791891_117.316927,31.791883_117.314345,31.791566_117.314325,31.791564_117.314309,31.791571_117.3143,31.791578_117.314292,31.791592_117.314161,31.792157_117.314153,31.792165_117.31414,31.792172_117.314126,31.792174_117.31411,31.792173_117.313542,31.792021_117.313524,31.792021_117.313515,31.792022_117.313504,31.792028_117.313496,31.792043",九珑湾,117.315182,31.792497
"117.319052,31.791438_117.319868,31.79153_117.31989,31.791485_117.320215,31.79063_117.320582,31.789368_117.319752,31.789248_117.319348,31.790495_117.319028,31.791417_117.319052,31.791438",合肥实验学校九珑湾校区,117.319819,31.790401
"117.183001,31.774096_117.181892,31.772584_117.181835,31.772497_117.181131,31.772868_117.182046,31.774314_117.182567,31.77523_117.183042,31.775974_117.184041,31.775496_117.183001,31.774096",九龙园,117.182573,31.774299
"117.255235,31.760002_117.250705,31.760006_117.250442,31.760094_117.250469,31.763758_117.251403,31.763765_117.251379,31.764435_117.251636,31.764573_117.252123,31.764551_117.252514,31.764668_117.252727,31.764699_117.253514,31.764699_117.253495,31.765177_117.255176,31.765182_117.255455,31.764958_117.25538,31.760107_117.255235,31.760002",乡村花园,117.253078,31.762373
"117.196808,31.783733_117.197799,31.783737_117.197833,31.783154_117.198797,31.783127_117.198785,31.784895_117.196826,31.784903_117.196808,31.783733",书缘居,117.197904,31.784139
"116.863224,31.796542_116.86386,31.796884_116.86389,31.796855_116.864477,31.797151_116.864574,31.797026_116.865327,31.797409_116.865526,31.797032_116.86548,31.797005_116.865539,31.79685_116.865115,31.796674_116.865067,31.796645_116.864718,31.796207_116.864115,31.79584_116.864021,31.795847_116.86367,31.796054_116.863251,31.796513_116.863224,31.796542",书苑雅居,116.864395,31.796607
"117.218305,31.804209_117.21835,31.804129_117.218455,31.804074_117.220271,31.804122_117.220338,31.804207_117.220317,31.806092_117.220295,31.80616_117.220268,31.80619_117.220201,31.806219_117.220086,31.806242_117.218407,31.806447_117.218334,31.806447_117.218281,31.80642_117.218246,31.80639_117.218219,31.806342_117.218305,31.804209",书香苑,117.219272,31.805226
"117.163836,31.706384_117.1622,31.705161_117.162085,31.705169_117.161969,31.705223_117.160263,31.707023_117.162644,31.708945_117.164336,31.706607_117.163836,31.706384",书香雅苑,117.162315,31.706968
"117.337378,31.989902_117.337334,31.989724_117.337508,31.989681_117.337512,31.98965_117.33781,31.989592_117.337839,31.989825_117.337378,31.989902",书香幼儿园,117.337476,31.989822
"117.274194,31.72915_117.274213,31.729171_117.274234,31.729186_117.27426,31.729197_117.274296,31.729203_117.274398,31.729205_117.279532,31.729224_117.279552,31.729222_117.279561,31.729218_117.279576,31.729202_117.279585,31.729179_117.279587,31.72791_117.279584,31.727888_117.279576,31.727878_117.279558,31.727871_117.27953,31.727865_117.278692,31.727847_117.276031,31.727881_117.275235,31.727893_117.273659,31.727897_117.273639,31.727902_117.273624,31.727906_117.273604,31.727924_117.273592,31.727941_117.273589,31.72797_117.273589,31.728002_117.273603,31.728044_117.274194,31.72915",书香门第(惠园路),117.276755,31.728531
"117.296511,31.255675_117.296582,31.255941_117.297832,31.255703_117.29745,31.253929_117.297135,31.25397_117.296607,31.253896_117.296541,31.253907_117.296543,31.254647_117.296507,31.255381_117.296511,31.255675",书香门第,117.297081,31.254943
"117.25664,31.880965_117.257698,31.880971_117.257745,31.88061_117.256579,31.880521_117.256569,31.880527_117.256571,31.880686_117.256635,31.880687_117.25664,31.880965",予制厂生活馆小区,117.257149,31.880762
"117.25941,31.880874_117.259462,31.88086_117.259905,31.880879_117.259896,31.880703_117.259674,31.880692_117.259678,31.880429_117.259388,31.880432_117.259467,31.87903_117.258698,31.879007_117.258629,31.879555_117.258566,31.879746_117.258038,31.879726_117.258016,31.880065_117.257779,31.880797_117.257798,31.881186_117.258564,31.881255_117.25857,31.880923_117.25941,31.880874",二建三处小区,117.258754,31.880221
"117.215761,31.852665_117.216469,31.852558_117.216512,31.852728_117.216417,31.852754_117.216515,31.853339_117.215891,31.853411_117.215761,31.852665",二环新村,117.21615,31.852984
"117.31377,31.893943_117.313649,31.893556_117.312758,31.893678_117.312031,31.893878_117.312193,31.89432_117.312275,31.894542_117.312353,31.894751_117.312426,31.894992_117.312594,31.895443_117.312957,31.895342_117.314073,31.895078_117.31377,31.893943",瑶海新村,117.313077,31.894464
"117.212451,31.864475_117.212173,31.865838_117.212153,31.866051_117.212099,31.866356_117.212035,31.867009_117.214103,31.867261_117.214389,31.865773_117.214524,31.86476_117.214431,31.864709_117.212451,31.864475",卫楼新村,117.213274,31.865866
"119.986561,36.294702_119.986617,36.294064_119.987046,36.294086_119.987052,36.29344_119.987733,36.293453_119.98777,36.292566_119.988465,36.292603_119.988409,36.293444_119.988417,36.293647_119.988331,36.29475_119.986561,36.294702",二里河小区,119.987702,36.293874
"119.988385,36.294783_119.989105,36.29482_119.989272,36.292664_119.98921,36.292595_119.988523,36.292571_119.988385,36.294783",紫金苑(二里河小区东),119.988823,36.293686
"117.254023,31.877097_117.254241,31.877227_117.255044,31.877742_117.25527,31.877845_117.255426,31.877852_117.255454,31.875917_117.254026,31.875885_117.254023,31.877097",云滨花园,117.25479,31.876729
"117.30963,31.804036_117.309466,31.805022_117.308329,31.80479_117.3083,31.804694_117.308687,31.803842_117.30963,31.804036",云辉阁小区,117.309007,31.804438
"117.272357,31.936522_117.273252,31.936676_117.273313,31.93671_117.273278,31.936863_117.273149,31.937075_117.273002,31.937398_117.272768,31.938189_117.272709,31.938218_117.272589,31.938222_117.272013,31.938151_117.272357,31.936522",云顶雅苑,117.272609,31.937357
"117.237931,31.798918_117.238119,31.799172_117.23886,31.798762_117.238661,31.798519_117.237931,31.798918",五十四中宿舍,117.238404,31.798837
"117.225019,31.846905_117.224962,31.84698_117.223602,31.846951_117.223648,31.845984_117.223516,31.84598_117.223523,31.845796_117.224816,31.845818_117.225073,31.845828_117.225019,31.846905",五安家园,117.224325,31.84638
"117.282001,31.87596_117.282015,31.876405_117.282032,31.876649_117.285756,31.876672_117.285803,31.876037_117.285739,31.876021_117.285284,31.875927_117.284759,31.875855_117.284521,31.875858_117.283773,31.87588_117.282977,31.875913_117.282009,31.87591_117.282001,31.87596",五河新村,117.283895,31.87628
"117.279584,31.876656_117.279599,31.876659_117.280222,31.876668_117.280236,31.876664_117.280242,31.87665_117.280244,31.876415_117.280237,31.876406_117.280223,31.876402_117.279592,31.876394_117.27958,31.876397_117.279571,31.876409_117.279573,31.876646_117.279584,31.876656",合肥市财政干部教育中心,117.279908,31.876531
"117.312055,31.88258_117.311743,31.882162_117.312538,31.881706_117.312409,31.881542_117.313246,31.881045_117.313356,31.881212_117.312991,31.881432_117.313064,31.881546_117.3126,31.881808_117.312782,31.882083_117.312779,31.882173_117.312055,31.88258",五洲商城,117.312495,31.881892
"117.246996,31.818849_117.24741,31.818858_117.24741,31.818989_117.248027,31.819002_117.248037,31.81886_117.248068,31.817345_117.247949,31.817194_117.24698,31.817199_117.246996,31.818849",亚华新城邦,117.247529,31.818066
