shape,name,lng,lat
"117.289347,31.812141_117.289352,31.812296_117.290074,31.812403_117.290505,31.811243_117.290497,31.811195_117.290441,31.811172_117.290374,31.811167_117.28847,31.811167_117.288392,31.811201_117.288362,31.811288_117.288384,31.812149_117.289347,31.812141",望湖西苑,117.289396,31.811688
"117.257996,31.831473_117.25794,31.831143_117.257387,31.831164_117.257377,31.831191_117.257449,31.831542_117.257996,31.831473",朝阳大厦(肥西路),117.257683,31.831331
"117.258154,31.83121_117.258653,31.831139_117.25866,31.830835_117.258082,31.830907_117.258154,31.83121",朝阳写字楼,117.258385,31.831019
"117.30061,31.240603_117.301235,31.240385_117.301286,31.240449_117.301945,31.240225_117.302313,31.241096_117.301654,31.241348_117.301708,31.24143_117.301349,31.241592_117.301162,31.241439_117.30061,31.240603",朝阳花园(风活路),117.301498,31.240874
"117.255794,31.832466_117.257189,31.832796_117.258157,31.833001_117.258184,31.83296_117.258044,31.831933_117.256599,31.831855_117.256599,31.832049_117.256449,31.832074_117.256183,31.832058_117.255942,31.832019_117.255794,31.832466",朝阳苑,117.25715,31.832364
"117.15324,31.711369_117.153412,31.711197_117.153155,31.71101_117.153012,31.711134_117.153014,31.711198_117.15324,31.711369",朝阳楼,117.153289,31.711160
"117.216963,31.78729_117.216995,31.787324_117.217506,31.787315_117.217514,31.786694_117.217155,31.786693_117.216965,31.786972_117.216963,31.78729",合肥朝霞幼儿园,117.217254,31.787024
"117.257012,31.880506_117.256353,31.880457_117.256475,31.879915_117.256661,31.87932_117.257315,31.879381_117.25704,31.880302_117.256996,31.880432_117.257012,31.880506",杏建小区,117.256822,31.879911
"117.291711,31.897642_117.291792,31.896619_117.291855,31.896617_117.292412,31.89705_117.293118,31.8975_117.292999,31.897637_117.291711,31.897642",杏林东村,117.292244,31.897285
"117.288271,31.893616_117.288016,31.893328_117.287877,31.893045_117.287804,31.893015_117.286498,31.893117_117.286436,31.893168_117.286321,31.894004_117.286299,31.894542_117.28625,31.894806_117.286695,31.894845_117.286634,31.895267_117.289983,31.895674_117.290022,31.895646_117.290099,31.895076_117.288574,31.893848_117.288271,31.893616",杏林花园,117.287923,31.894452
"117.288267,31.894452_117.288724,31.894525_117.288697,31.89471_117.28872,31.894731_117.288906,31.894753_117.288862,31.895083_117.288398,31.895026_117.28841,31.894819_117.288247,31.894497_117.288267,31.894452",长江路幼儿园杏林分园,117.288587,31.894779
"117.287743,31.89208_117.28779,31.891894_117.287844,31.891714_117.287974,31.891734_117.287838,31.892108_117.287743,31.89208",春蕾幼儿园(板桥河沿河路),117.287861,31.891903
"117.273311,31.866619_117.272528,31.866471_117.272187,31.866407_117.271918,31.866393_117.271901,31.867044_117.271756,31.867048_117.271762,31.867342_117.273553,31.867261_117.273545,31.866638_117.273311,31.866619",杏花南区,117.27264,31.866911
"117.271093,31.872888_117.271066,31.872898_117.271018,31.872908_117.270974,31.872954_117.270969,31.872974_117.270968,31.873082_117.27109,31.873112_117.271086,31.87325_117.271916,31.873337_117.272746,31.873405_117.27398,31.873507_117.274424,31.873513_117.275073,31.873486_117.27507,31.873305_117.275018,31.873265_117.275029,31.872459_117.275021,31.87185_117.275032,31.871416_117.274167,31.871426_117.273211,31.871498_117.273086,31.871553_117.273081,31.872045_117.271794,31.872029_117.271854,31.872392_117.27185,31.872774_117.271088,31.872791_117.271093,31.872888",杏花小区北苑,117.273452,31.872574
"117.277566,31.867427_117.277831,31.867389_117.277959,31.867986_117.277687,31.868029_117.277566,31.867427",中兴大厦(蒙城路),117.277761,31.867709
"117.270501,31.871423_117.270435,31.871378_117.270393,31.871339_117.270344,31.871269_117.270336,31.871258_117.270324,31.871236_117.27029,31.870794_117.270251,31.870563_117.270245,31.870479_117.27018,31.869465_117.270129,31.868687_117.270067,31.867596_117.270058,31.867509_117.270063,31.867492_117.270074,31.867476_117.270088,31.867465_117.270121,31.867457_117.270608,31.867413_117.271624,31.867407_117.273605,31.867312_117.274466,31.867277_117.275257,31.867312_117.275276,31.867318_117.275284,31.867327_117.275291,31.867345_117.27525,31.867534_117.275253,31.867548_117.275265,31.867561_117.2755,31.867613_117.275527,31.867624_117.275544,31.867648_117.275547,31.867673_117.275612,31.868538_117.275623,31.868571_117.275642,31.868595_117.275666,31.868618_117.275708,31.868644_117.276215,31.868953_117.276253,31.868971_117.276298,31.868984_117.276342,31.868988_117.277333,31.868915_117.277354,31.868917_117.277363,31.868924_117.277379,31.868939_117.277384,31.868961_117.27746,31.86933_117.27746,31.869342_117.27746,31.869349_117.277456,31.869358_117.277444,31.869373_117.276047,31.870046_117.2747,31.870656_117.273904,31.871063_117.273837,31.871089_117.273778,31.871109_117.273679,31.871132_117.273611,31.871144_117.273017,31.871197_117.272294,31.871226_117.271474,31.871294_117.270843,31.871369_117.27081,31.871385_117.270777,31.871404_117.270755,31.871422_117.270737,31.871439_117.270721,31.871452_117.270707,31.871463_117.270688,31.871469_117.27067,31.871473_117.270639,31.871474_117.2706,31.871466_117.27054,31.871443_117.270501,31.871423",杏花公园,117.27305,31.869229
"117.310745,31.865029_117.310364,31.864812_117.311072,31.864104_117.311249,31.86395_117.311884,31.864431_117.311155,31.865219_117.310745,31.865029",材运小区,117.311145,31.864604
"117.319222,31.866823_117.319283,31.867592_117.320166,31.86757_117.320133,31.866192_117.320104,31.865185_117.31955,31.865202_117.319548,31.866521_117.319594,31.866802_117.319222,31.866823",来安新村,117.319781,31.866516
"117.317406,31.86008_117.318354,31.85977_117.319417,31.861544_117.31793,31.862246_117.317842,31.86226_117.317455,31.862265_117.31702,31.862261_117.317036,31.862016_117.316981,31.861786_117.316898,31.861531_117.317161,31.861387_117.317317,31.861306_117.317373,31.861264_117.317411,31.861071_117.317718,31.860947_117.317369,31.860194_117.317406,31.86008",来安花园,117.3181,31.861169
"117.316374,31.862231_117.316805,31.862242_117.316834,31.862038_117.316809,31.861836_117.316759,31.861651_117.316732,31.861583_117.316411,31.861737_117.316058,31.862017_117.316016,31.861932_117.315451,31.862045_117.315488,31.862169_117.316035,31.862217_117.316374,31.862231",合肥瑶海来安花园幼儿园,117.316315,31.862009
"117.201441,31.78397_117.201444,31.783051_117.200538,31.783052_117.200542,31.783964_117.201441,31.78397",松林苑,117.200992,31.783509
"117.270727,31.832394_117.272305,31.832248_117.272239,31.83182_117.272352,31.831811_117.272208,31.831436_117.271611,31.831517_117.271615,31.831556_117.270611,31.831629_117.270647,31.831815_117.270589,31.831855_117.270727,31.832394",松湖苑,117.271473,31.83193
"117.29979,31.879731_117.298827,31.879719_117.298796,31.880006_117.30005,31.880109_117.300035,31.880029_117.29979,31.879731",构峰源公馆,117.299401,31.8799
"117.247034,31.862859_117.248673,31.862451_117.248408,31.861644_117.247671,31.861783_117.247766,31.8622_117.247026,31.862351_117.246994,31.862388_117.247003,31.862835_117.247034,31.862859",林业厅史河路住宅小区,117.247876,31.862283
"117.348989,31.885634_117.348785,31.885644_117.3486,31.885805_117.348333,31.885965_117.348111,31.886051_117.347932,31.886138_117.3477,31.886344_117.348137,31.886376_117.348085,31.886645_117.347977,31.886652_117.347906,31.886754_117.347428,31.886654_117.347135,31.887017_117.347009,31.887174_117.346845,31.887282_117.346445,31.887382_117.346446,31.887613_117.348921,31.8876_117.349014,31.887558_117.348989,31.885634",林语人家,117.34812,31.886901
"117.347477,31.88663_117.347736,31.886368_117.348126,31.886383_117.348073,31.886634_117.347974,31.886642_117.347901,31.88674_117.347477,31.88663",林语人家幼儿园,117.347830,31.886531
"117.295842,31.814256_117.294905,31.814227_117.294978,31.81244_117.295875,31.812488_117.295841,31.814134_117.295842,31.814256",枫丹城市花园,117.295398,31.813359
"117.190401,31.857423_117.190432,31.856633_117.190441,31.856279_117.190432,31.855858_117.19043,31.855276_117.190199,31.85527_117.189978,31.854751_117.188846,31.854674_117.188701,31.854983_117.188507,31.855279_117.188396,31.855415_117.188218,31.85552_117.187955,31.855649_117.187939,31.855722_117.187931,31.855889_117.187896,31.856418_117.187884,31.856843_117.18789,31.857254_117.187803,31.857413_117.187717,31.85768_117.189213,31.85802_117.190279,31.858273_117.190336,31.858251_117.190392,31.858191_117.190401,31.857423",枫丹白鹭湖公馆,117.189233,31.856503
"117.187653,31.859149_117.189403,31.859568_117.189764,31.858432_117.187989,31.858021_117.187653,31.859149",枫丹白鹭·颐然居,117.188704,31.858792
"117.266379,31.887527_117.266299,31.88741_117.26627,31.887246_117.266076,31.886986_117.265591,31.886975_117.26553,31.887023_117.265487,31.88709_117.265436,31.887934_117.266416,31.887978_117.266438,31.88795_117.266379,31.887527",枫林雅苑,117.265902,31.88751
"117.161764,31.80725_117.161794,31.807283_117.162087,31.807426_117.162127,31.807444_117.162173,31.807458_117.162207,31.80746_117.162264,31.80746_117.164418,31.807397_117.164434,31.807391_117.164443,31.807383_117.164454,31.807372_117.164461,31.807353_117.164465,31.807328_117.164467,31.806755_117.164477,31.806744_117.164487,31.806731_117.164514,31.806723_117.16455,31.80672_117.164788,31.80672_117.165808,31.806729_117.165855,31.806729_117.165883,31.806724_117.165913,31.806709_117.165918,31.806691_117.165922,31.806662_117.165922,31.806592_117.165913,31.805918_117.165929,31.805174_117.165936,31.805159_117.165946,31.805151_117.165968,31.805147_117.166803,31.805149_117.166833,31.805142_117.16685,31.80513_117.166858,31.805114_117.166868,31.805077_117.16685,31.803751_117.166834,31.803694_117.166807,31.80366_117.166746,31.803635_117.166663,31.803626_117.165979,31.803619_117.163758,31.803624_117.161864,31.803662_117.161837,31.803665_117.161821,31.803674_117.161813,31.803699_117.161876,31.804849_117.16187,31.804866_117.161859,31.80487_117.161836,31.804873_117.161203,31.804888_117.161183,31.804891_117.161168,31.804895_117.161163,31.804903_117.16116,31.804919_117.161153,31.805444_117.161157,31.805463_117.161173,31.805477_117.161187,31.805477_117.161207,31.805477_117.161349,31.805485_117.161359,31.805485_117.161367,31.80549_117.161372,31.8055_117.161372,31.805512_117.16138,31.805737_117.161387,31.805761_117.161399,31.805775_117.161419,31.805795_117.161891,31.806118_117.161914,31.806125_117.161934,31.806128_117.161996,31.806137_117.162018,31.806142_117.16203,31.806156_117.162037,31.80618_117.162037,31.806196_117.162044,31.806654_117.162033,31.80668_117.162012,31.806697_117.161979,31.806702_117.161781,31.806697_117.161753,31.806699_117.161729,31.80671_117.161705,31.80673_117.161609,31.806828_117.161581,31.806861_117.161562,31.806899_117.161554,31.806936_117.161554,31.806964_117.161764,31.80725",柏堰雅苑,117.163931,31.805331
"117.200409,31.827624_117.20039,31.826627_117.201304,31.826655_117.201377,31.827337_117.201436,31.827626_117.200409,31.827624",柏岭大厦,117.200878,31.827142
"117.269845,31.878596_117.27135,31.878648_117.271586,31.878525_117.27164,31.878396_117.272023,31.878383_117.272038,31.878087_117.272087,31.877051_117.272121,31.876547_117.27214,31.876175_117.272311,31.874883_117.272278,31.874842_117.271802,31.874817_117.271784,31.875087_117.271365,31.875062_117.271325,31.875745_117.270543,31.875688_117.270587,31.874698_117.270474,31.874668_117.269908,31.874545_117.269701,31.874485_117.269619,31.874566_117.269473,31.874765_117.269213,31.875217_117.269228,31.875326_117.269167,31.87538_117.269102,31.875297_117.26895,31.875243_117.268806,31.875172_117.268639,31.875058_117.267928,31.875669_117.267816,31.875693_117.267378,31.876047_117.266885,31.876481_117.266846,31.877577_117.268188,31.877662_117.268152,31.878566_117.269845,31.878596",置地·柏景湾,117.269792,31.876782
"117.265536,31.877631_117.265876,31.877892_117.266265,31.877748_117.26645,31.877487_117.266778,31.877495_117.266781,31.877403_117.265862,31.877359_117.265536,31.877631",柏景湾书香阁,117.266066,31.877579
"117.298107,31.825725_117.298105,31.82732_117.298113,31.82734_117.298131,31.827351_117.298148,31.827355_117.298164,31.827355_117.301343,31.827411_117.301359,31.827414_117.301375,31.82741_117.301388,31.827398_117.301396,31.827384_117.301484,31.825798_117.301483,31.825779_117.301477,31.825765_117.301468,31.825754_117.301459,31.825746_117.301443,31.82574_117.301424,31.825736_117.29816,31.825682_117.298144,31.825683_117.298133,31.825687_117.298122,31.825694_117.298111,31.825702_117.298107,31.825725",力高·柏林春天,117.299774,31.826542
"117.347399,31.870703_117.347397,31.870721_117.347395,31.870738_117.347397,31.870752_117.347411,31.870768_117.348238,31.871139_117.350041,31.871951_117.350086,31.871966_117.350118,31.871966_117.350145,31.87195_117.350182,31.871875_117.350665,31.871009_117.350941,31.870515_117.351049,31.870312_117.351057,31.870285_117.351057,31.870251_117.351057,31.870219_117.350999,31.868657_117.350995,31.86864_117.350988,31.868627_117.350975,31.868611_117.350944,31.868607_117.350287,31.868625_117.350273,31.868628_117.350264,31.868633_117.350255,31.868648_117.350251,31.868668_117.350259,31.869289_117.350247,31.869303_117.350225,31.869311_117.350194,31.869317_117.350143,31.869319_117.350064,31.869309_117.349614,31.869218_117.34934,31.869144_117.349313,31.869141_117.349292,31.869141_117.349274,31.86915_117.349247,31.86918_117.349058,31.869366_117.348728,31.869911_117.348704,31.869926_117.348676,31.869931_117.348629,31.869925_117.348542,31.8699_117.348313,31.869792_117.348287,31.869791_117.348268,31.869793_117.34825,31.869809_117.348207,31.869861_117.348188,31.869866_117.348165,31.869865_117.348142,31.869851_117.348083,31.869817_117.348069,31.869814_117.348051,31.869814_117.348039,31.869816_117.348031,31.869824_117.347693,31.870254_117.347554,31.870427_117.347399,31.870703",柏庄春暖花开,117.34957,31.870339
"117.2829,31.913834_117.283573,31.91392_117.283718,31.913362_117.283761,31.913053_117.283761,31.912904_117.283804,31.912772_117.283792,31.912757_117.283301,31.912682_117.283128,31.913426_117.28299,31.913409_117.2829,31.913834",制气厂生活小区,117.283397,31.913339
"117.278132,31.944746_117.278863,31.944759_117.278863,31.944579_117.279354,31.9446_117.279295,31.946034_117.278624,31.946026_117.278624,31.946305_117.278058,31.9463_117.278062,31.945949_117.278132,31.944746",铝厂、炭素厂生活小区,117.278694,31.945427
"117.259485,31.879873_117.259525,31.878999_117.260709,31.879048_117.260716,31.878984_117.262384,31.879067_117.262377,31.879332_117.262533,31.879512_117.262609,31.879556_117.262326,31.879815_117.262057,31.879617_117.261885,31.879889_117.262027,31.880025_117.261876,31.880133_117.261322,31.880118_117.261283,31.880309_117.261226,31.880515_117.26002,31.880472_117.260035,31.880341_117.2606,31.880352_117.260605,31.88001_117.260138,31.879996_117.260146,31.87989_117.259485,31.879873",合钢三厂小区,117.260939,31.879607
"117.342013,31.870073_117.343825,31.8695_117.343843,31.869448_117.343591,31.868885_117.342632,31.869116_117.342577,31.869154_117.341719,31.869408_117.341732,31.869477_117.342013,31.870073",栈塘住宅小区,117.342776,31.869462
"117.287532,31.898618_117.287885,31.898665_117.288153,31.898325_117.28818,31.898063_117.288059,31.897876_117.287811,31.897393_117.287273,31.897315_117.28591,31.897119_117.285661,31.898314_117.285768,31.898425_117.286939,31.898549_117.287532,31.898618",栖霞山庄,117.286898,31.897924
"117.223603,31.798677_117.223652,31.798531_117.223751,31.798435_117.22389,31.79839_117.226479,31.798408_117.226625,31.798442_117.226712,31.798484_117.226797,31.798561_117.226836,31.798641_117.226692,31.803953_117.226676,31.80402_117.226626,31.804061_117.226578,31.804082_117.223504,31.804006_117.223464,31.803988_117.223416,31.803944_117.223412,31.803886_117.223603,31.798677",置地·柏悦公馆,117.22514,31.801236
"117.341603,31.877588_117.341446,31.877498_117.341262,31.877273_117.341155,31.877282_117.339881,31.877879_117.339015,31.878247_117.339333,31.878648_117.339649,31.878974_117.340636,31.878707_117.341927,31.878291_117.341919,31.878186_117.341665,31.877623_117.341603,31.877588",格林馨园,117.34055,31.878163
"117.457477,31.885931_117.45738,31.884852_117.458148,31.884836_117.458196,31.884865_117.458225,31.885815_117.458625,31.885806_117.458652,31.885956_117.458193,31.886252_117.457477,31.885931",桂和苑,117.457901,31.885519
"117.292449,31.878298_117.290781,31.879278_117.290688,31.8794_117.290598,31.879566_117.290581,31.879723_117.291232,31.879762_117.292751,31.878656_117.292449,31.878298",桂馨苑,117.291637,31.879101
"117.205192,31.753326_117.206602,31.755155_117.206045,31.755455_117.20594,31.755329_117.205247,31.755337_117.204054,31.754263_117.205192,31.753326",桃源小区(金寨南路辅路),117.20532,31.754503
"117.254346,31.851338_117.254237,31.851281_117.253748,31.851351_117.25363,31.850889_117.253073,31.850874_117.253084,31.851422_117.253145,31.851486_117.253123,31.85223_117.254463,31.85203_117.254511,31.852005_117.254346,31.851338",桃源里,117.25368,31.851607
"116.937502,31.788933_116.937481,31.788085_116.936596,31.788085_116.936617,31.786831_116.939106,31.78684_116.939187,31.786886_116.939213,31.786949_116.93923,31.788924_116.937502,31.788933",桃源新村,116.938048,31.787786
"117.869345,31.591986_117.869253,31.592002_117.869106,31.591601_117.869395,31.591487_117.869264,31.591176_117.869059,31.591176_117.869026,31.591062_117.868853,31.591026_117.86885,31.590909_117.868762,31.590711_117.868416,31.590822_117.869128,31.592374_117.869448,31.592264_117.869345,31.591986",桃园新村小区,117.869089,31.591799
"117.2157,31.769556_117.214343,31.77052_117.21382,31.77008_117.214045,31.769875_117.212932,31.768919_117.212787,31.768648_117.212542,31.768463_117.212507,31.768427_117.212483,31.768359_117.212532,31.768301_117.213895,31.767642_117.2157,31.769556",安徽水安盛世桃源1期,117.214113,31.769026
"117.220892,31.764903_117.220118,31.763964_117.218022,31.764834_117.218006,31.764941_117.218295,31.765288_117.219343,31.764813_117.219647,31.765395_117.220892,31.764903",桃花社区,117.219565,31.764725
"117.259889,31.898287_117.259706,31.89805_117.259385,31.897653_117.259234,31.89748_117.257812,31.89837_117.25676,31.899049_117.256793,31.899149_117.257587,31.899231_117.258382,31.899276_117.258442,31.898612_117.259579,31.898615_117.259601,31.898979_117.259613,31.899192_117.260562,31.899088_117.260555,31.898989_117.260231,31.898607_117.259889,31.898287",桃花园社区,117.25875,31.89855
"117.202133,31.757506_117.201923,31.757687_117.201864,31.757641_117.201732,31.757759_117.201739,31.75786_117.201756,31.758778_117.202087,31.759106_117.203066,31.758558_117.203828,31.758089_117.204995,31.757361_117.204901,31.757274_117.204603,31.757441_117.204461,31.757299_117.204684,31.757131_117.204335,31.756825_117.203646,31.757306_117.203388,31.757128_117.203021,31.757306_117.20269,31.757058_117.202133,31.757506",桃花工业园桃花新村,117.203025,31.757888
"117.203086,31.756693_117.20243,31.75592_117.202784,31.75571_117.203028,31.756016_117.20307,31.756001_117.203459,31.75641_117.203086,31.756693",桃花工业园中心学校,117.202947,31.756198
"117.20248,31.785049_117.200573,31.785055_117.200541,31.786777_117.201833,31.786769_117.201847,31.78654_117.201901,31.786419_117.201977,31.786303_117.202503,31.785872_117.20248,31.785049",桃花镇染坊社区南苑,117.20143,31.785843
"117.255772,31.898421_117.255686,31.898916_117.256571,31.89907_117.258509,31.897884_117.258979,31.897588_117.259059,31.897499_117.259075,31.89733_117.258324,31.896324_117.257828,31.895757_117.256331,31.896925_117.256595,31.897207_117.256422,31.897317_117.256732,31.897654_117.256815,31.897596_117.256872,31.897673_117.255772,31.898421",桃花园西区,117.257415,31.897498
"117.218799,31.774863_117.219224,31.774546_117.219635,31.774945_117.219227,31.775251_117.218799,31.774863",丹霞新村·桃花新苑,117.219246,31.775098
"117.284075,31.8533_117.284143,31.853078_117.284483,31.853186_117.284703,31.852587_117.284012,31.852368_117.283667,31.853173_117.284075,31.8533",邮电东村电信局宿舍,117.284183,31.852836
"117.876945,31.612481_117.876999,31.612191_117.877533,31.612274_117.877497,31.612559_117.876945,31.612481",邮电大楼,117.877242,31.612377
"117.280257,31.839077_117.280319,31.839037_117.281126,31.839071_117.281102,31.839965_117.280338,31.839921_117.280256,31.839831_117.280257,31.839077",合肥市曙光小学,117.280689,31.839494
"117.28023,31.839021_117.28026,31.838716_117.281099,31.838862_117.281127,31.838882_117.281109,31.839059_117.28023,31.839021",九桐楼,117.280524,31.838892
"117.277946,31.820957_117.27776,31.82089_117.277058,31.820981_117.275067,31.821308_117.273815,31.821511_117.273711,31.821603_117.273668,31.822634_117.273764,31.822672_117.278132,31.82204_117.277946,31.820957",宝业·桐城绿苑,117.27588,31.821779
"117.280357,31.830335_117.280366,31.830502_117.281262,31.83051_117.281261,31.829844_117.280419,31.829857_117.280417,31.828989_117.280421,31.828863_117.279703,31.828884_117.279693,31.828582_117.279427,31.828581_117.279514,31.830361_117.280357,31.830335",桐江小区,117.280179,31.829729
"117.279304,31.829824_117.279283,31.829661_117.277937,31.829681_117.277968,31.830956_117.277831,31.831332_117.277785,31.831456_117.277847,31.832179_117.278858,31.832173_117.279373,31.832163_117.279391,31.832014_117.279379,31.831333_117.279373,31.831095_117.279304,31.829824",桐江新村,117.278625,31.830963
"117.251348,31.847526_117.252528,31.847567_117.252518,31.847729_117.25296,31.847751_117.252942,31.848289_117.252059,31.84825_117.252067,31.848034_117.251338,31.848011_117.251348,31.847526",桥南公寓,117.252179,31.847885
"117.28344,31.802859_117.283507,31.802601_117.28352,31.802454_117.283795,31.802436_117.284573,31.802431_117.284629,31.802455_117.284632,31.802496_117.284615,31.802804_117.284567,31.803196_117.283422,31.803087_117.28344,31.802859",梅兰家园,117.284054,31.802793
"117.258436,31.853417_117.258755,31.852118_117.258746,31.852041_117.258673,31.852003_117.25755,31.852129_117.25718,31.852952_117.258436,31.853417",梅园公寓,117.258034,31.852646
"116.50459,31.753035_116.504797,31.753037_116.504804,31.752807_116.504594,31.752804_116.50459,31.753035",六安市梅山新村幼儿艺术学园,116.504741,31.752831
"117.270139,31.849546_117.27008,31.849344_117.269919,31.849369_117.269968,31.84957_117.270139,31.849546",克莱雅商务宾馆(百脑汇安医店),117.270027,31.849458
"117.276097,31.896198_117.276234,31.895561_117.277355,31.89616_117.276958,31.896629_117.276097,31.896198",梅桂苑,117.276663,31.896122
"117.195316,31.84773_117.196905,31.84771_117.197704,31.847709_117.198457,31.847707_117.199446,31.847701_117.199599,31.847699_117.199703,31.847645_117.199735,31.847593_117.199748,31.847268_117.199759,31.846577_117.199763,31.846294_117.199649,31.846233_117.199574,31.846161_117.199448,31.846066_117.199432,31.846027_117.199436,31.845966_117.198862,31.84594_117.198807,31.845908_117.198753,31.845843_117.198725,31.845793_117.198715,31.845668_117.19867,31.845656_117.197995,31.845667_117.197997,31.845616_117.19759,31.845622_117.197593,31.84541_117.197972,31.845103_117.198152,31.844952_117.198814,31.844935_117.198805,31.844151_117.199463,31.84413_117.199611,31.844123_117.199644,31.84364_117.199643,31.843218_117.199644,31.843049_117.199624,31.84298_117.199584,31.84291_117.199498,31.842842_117.199438,31.842789_117.199439,31.842677_117.198385,31.842678_117.197505,31.842681_117.196371,31.842688_117.19635,31.842694_117.19635,31.843023_117.196332,31.843023_117.196329,31.843053_117.196273,31.843053_117.196262,31.843624_117.196499,31.843702_117.196499,31.84373_117.196476,31.843763_117.196173,31.844025_117.195893,31.84427_117.19579,31.844275_117.195312,31.844729_117.195087,31.844955_117.194964,31.844958_117.194952,31.84576_117.194952,31.84642_117.194948,31.847322_117.194938,31.847446_117.195111,31.847707_117.195173,31.847728_117.195316,31.84773",梦园小区(海关路),117.197336,31.845423
"117.479209,31.877904_117.479879,31.87797_117.479899,31.877967_117.479907,31.877926_117.480335,31.877972_117.480405,31.877751_117.480484,31.877438_117.480468,31.877423_117.479282,31.877303_117.479209,31.877904",梦圆小区,117.47982,31.877649
"117.273429,31.906805_117.273497,31.906899_117.274035,31.907046_117.274125,31.90677_117.274856,31.906953_117.275483,31.905332_117.274127,31.904996_117.274004,31.905282_117.273797,31.905221_117.273513,31.906138_117.273686,31.906223_117.273587,31.906498_117.273493,31.906627_117.273429,31.906805",梧桐嘉园,117.274399,31.906007
"117.317079,31.848835_117.317441,31.84873_117.317643,31.849133_117.317275,31.84925_117.317079,31.848835",安徽省江淮船舶检验局,117.317289,31.848926
"117.301214,31.843621_117.301231,31.843232_117.301705,31.843257_117.301693,31.843465_117.301513,31.84346_117.301503,31.84363_117.301214,31.843621",安徽省交通建设工程质量监督局,117.301429,31.843413
"117.315604,31.788523_117.317141,31.788701_117.317267,31.788159_117.317237,31.78804_117.317307,31.787691_117.315868,31.787522_117.315604,31.788523",安徽省食品药品检验研究院,117.316483,31.788116
"117.2854,31.727826_117.28333,31.727813_117.282822,31.72782_117.281176,31.727838_117.281127,31.730158_117.281196,31.731208_117.285408,31.731232_117.2854,31.727826",棠溪人家,117.283283,31.729522
"117.239529,31.885205_117.239291,31.885479_117.238943,31.886008_117.238502,31.886865_117.239196,31.887185_117.238828,31.888206_117.238491,31.889237_117.238513,31.889366_117.23861,31.88946_117.2391,31.889846_117.239163,31.889847_117.239208,31.889821_117.240124,31.88728_117.240389,31.886243_117.240523,31.885683_117.240582,31.885309_117.240496,31.885179_117.240094,31.885078_117.24002,31.885311_117.239529,31.885205",森林·丁香苑,117.239479,31.887194
"117.215592,31.86948_117.215769,31.869518_117.215851,31.869458_117.215872,31.869058_117.215799,31.869007_117.21573,31.868814_117.214829,31.86869_117.214779,31.86855_117.214699,31.868543_117.214579,31.868523_117.214455,31.869172_117.215592,31.86948",森林橙堡,117.215179,31.869047
"117.212227,31.79962_117.212256,31.799599_117.212934,31.799133_117.212987,31.79909_117.213785,31.798449_117.213811,31.798443_117.213832,31.798443_117.213858,31.798443_117.213875,31.798444_117.213898,31.79845_117.213923,31.798463_117.213945,31.798476_117.214669,31.799385_117.21532,31.800155_117.215336,31.800183_117.215341,31.800199_117.215376,31.800478_117.215376,31.800489_117.215372,31.800499_117.215364,31.800511_117.21535,31.800525_117.21318,31.802039_117.213159,31.802045_117.213136,31.802048_117.213109,31.802048_117.213087,31.802048_117.21295,31.802026_117.21293,31.802019_117.212915,31.802012_117.2129,31.802003_117.212883,31.801991_117.211465,31.800143_117.211462,31.800126_117.211462,31.800114_117.211462,31.8001_117.211466,31.80009_117.211486,31.800018_117.211494,31.800004_117.211504,31.799993_117.211513,31.799986_117.211528,31.799977_117.212227,31.79962",森林海,117.213464,31.80028
"117.211669,31.800257_117.212146,31.800287_117.212138,31.800056_117.21199,31.799853_117.211615,31.80002_117.211594,31.800074_117.211606,31.800183_117.211669,31.800257",合肥市森林海幼儿园,117.211887,31.800101
"117.339555,31.877439_117.339547,31.876925_117.339747,31.876928_117.339793,31.877057_117.339881,31.877194_117.339968,31.877304_117.340886,31.876978_117.34113,31.876913_117.340755,31.87641_117.337378,31.876482_117.337425,31.878459_117.338284,31.878452_117.338142,31.87823_117.338067,31.878069_117.338037,31.877941_117.337905,31.877738_117.337901,31.877553_117.338922,31.877495_117.339555,31.877439",森海豪庭,117.338801,31.877096
"117.29483,31.877531_117.294933,31.877516_117.295032,31.877555_117.295387,31.877767_117.295571,31.877872_117.29538,31.878142_117.295332,31.878143_117.295015,31.878002_117.294603,31.877772_117.294567,31.877732_117.29483,31.877531",榴园小区,117.295085,31.877819
"117.313417,31.856361_117.312992,31.85517_117.312371,31.855311_117.312515,31.855862_117.312702,31.856536_117.313417,31.856361",樱花园,117.312873,31.855859
"117.283782,31.885053_117.283967,31.885108_117.283946,31.885545_117.284112,31.885542_117.284107,31.8859_117.283527,31.885893_117.283434,31.886014_117.283211,31.886021_117.283061,31.885977_117.283782,31.885053",上城国际樱花苑,117.283672,31.88562
"117.237066,31.24465_117.234912,31.24465_117.234936,31.24351_117.237055,31.243492_117.237066,31.24465",西城桂花苑,117.235995,31.244077
