address,city,date,district,hotpot,href,info,level,op,price,size,structure,tax,title,year,avg_price
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112915110100113191.html,低楼层(共25层)|2012年建|2室2厅|92平米|南,低楼层(共25层),南,88.0,92.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2012,0.95652175
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112915110100112283.html,高楼层(共34层)|2013年建|3室2厅|111平米|南,高楼层(共34层),南,98.0,111.0,3室2厅,0,大发宜景城四期 3室2厅 南,2013,0.8828829
绿地一期卡莎公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112915110100105713.html,中楼层(共33层)|2015年建|4室2厅|168.33平米|南,中楼层(共33层),南,160.0,168.33,4室2厅,0,绿地一期卡莎公馆 4室2厅 南,2015,0.95051384
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100117477.html,低楼层(共28层)|2010年建|3室2厅|131平米|南,低楼层(共28层),南,112.8,131.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2010,0.8610687
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100116869.html,高楼层(共20层)|2012年建|2室2厅|90平米|南,高楼层(共20层),南,82.0,90.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2012,0.9111111
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100115977.html,低楼层(共6层)|2012年建|3室2厅|125.76平米|南,低楼层(共6层),南,120.0,125.76,3室2厅,0,大发宜景城一期 3室2厅 南,2012,0.9541985
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100115869.html,中楼层(共6层)|2013年建|3室2厅|146平米|南,中楼层(共6层),南,132.0,146.0,3室2厅,0,大发宜景城一期 3室2厅 南,2013,0.9041096
大发宜景城二期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100115569.html,中楼层(共29层)|2010年建|2室2厅|90.75平米|南,中楼层(共29层),南,81.0,90.75,2室2厅,0,大发宜景城二期 2室2厅 南,2010,0.892562
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100114169.html,中楼层(共6层)|2012年建|3室2厅|121平米|南,中楼层(共6层),南,121.0,121.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2012,1.0
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100113969.html,中楼层(共25层)|2012年建|3室2厅|138平米|南,中楼层(共25层),南,125.0,138.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2012,0.9057971
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100112969.html,中楼层(共25层)|2012年建|3室2厅|137平米|南,中楼层(共25层),南,110.0,137.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2012,0.8029197
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100110569.html,低楼层(共25层)|2012年建|3室2厅|136平米|南,低楼层(共25层),南,145.0,136.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2012,1.0661764
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100109869.html,低楼层(共18层)|2012年建|2室2厅|90平米|南,低楼层(共18层),南,90.0,90.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2012,1.0
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100108669.html,高楼层(共34层)|2013年建|3室2厅|113平米|南北,高楼层(共34层),南北,90.0,113.0,3室2厅,0,大发宜景城四期 3室2厅 南 北,2013,0.79646015
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100108577.html,高楼层(共34层)|2015年建|3室2厅|112平米|南,高楼层(共34层),南,93.0,112.0,3室2厅,0,标准三房，全新毛坯，户型方正，采光好。,2015,0.83035713
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100107969.html,中楼层(共20层)|2012年建|2室1厅|89平米|南,中楼层(共20层),南,82.0,89.0,2室1厅,0,碧桂园山水云间 2室1厅 南,2012,0.92134833
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100106477.html,高楼层(共34层)|2013年建|3室2厅|97.43平米|南,高楼层(共34层),南,80.0,97.43,3室2厅,0,三室两厅毛坯全新房   楼层佳  采光好  通透性不错,2013,0.8211023
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100105969.html,低楼层(共27层)|2015年建|4室2厅|177平米|南,低楼层(共27层),南,128.0,177.0,4室2厅,0,碧桂园1号公园 4室2厅 南,2015,0.72316384
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100104269.html,中楼层(共18层)|2009年建|2室2厅|125平米|南,中楼层(共18层),南,125.0,125.0,2室2厅,0,房东急售 山水精装修好房源 ，家电家具可拎包入住,2009,1.0
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100102577.html,中楼层(共29层)|2015年建|4室2厅|177平米|南,中楼层(共29层),南,133.5,177.0,4室2厅,0,碧桂园1号公园 4室2厅 南,2015,0.7542373
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100101971.html,高楼层(共9层)|2010年建|3室2厅|120平米|南,高楼层(共9层),南,130.0,120.0,3室2厅,0,大发宜景城一期 3室2厅 南,2010,1.0833334
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100101169.html,高楼层(共6层)|2010年建|3室2厅|131.17平米|南,高楼层(共6层),南,125.0,131.17,3室2厅,0,大发宜景城一期 3室2厅 南,2010,0.9529618
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100100869.html,高楼层(共28层)|2016年建|3室2厅|117平米|南,高楼层(共28层),南,150.0,117.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2016,1.2820513
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112515110100100569.html,高楼层(共30层)|2014年建|3室2厅|131平米|南,高楼层(共30层),南,135.0,131.0,3室2厅,0,业主精装，户型通透，双卫，楼层位置好。,2014,1.0305344
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100119969.html,中楼层(共34层)|2017年建|3室2厅|113.5平米|南,中楼层(共34层),南,102.0,113.5,3室2厅,0,大发宜景城四期 3室2厅 南,2017,0.8986784
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100118177.html,高楼层(共30层)|2010年建|3室2厅|97平米|南,高楼层(共30层),南,86.8,97.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2010,0.89484537
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100117869.html,高楼层(共25层)|2010年建|3室2厅|138平米|南,高楼层(共25层),南,123.0,138.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2010,0.8913044
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100116077.html,中楼层(共30层)|2013年建|3室2厅|97平米|南,中楼层(共30层),南,81.0,97.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2013,0.83505154
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100115969.html,中楼层(共22层)|2010年建|3室2厅|128平米|南,中楼层(共22层),南,117.0,128.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2010,0.9140625
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100115769.html,低楼层(共18层)|2010年建|3室2厅|130.6平米|南,低楼层(共18层),南,123.8,130.6,3室2厅,0,碧桂园山水云间 3室2厅 南,2010,0.9479326
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100114969.html,中楼层(共25层)|2012年建|2室2厅|89平米|南,中楼层(共25层),南,90.0,89.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2012,1.011236
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100112877.html,低楼层(共22层)|2010年建|3室2厅|128平米|南北,低楼层(共22层),南北,105.0,128.0,3室2厅,0,碧桂园山水云间 3室2厅 南 北,2010,0.8203125
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100112669.html,低楼层(共18层)|2010年建|2室2厅|89平米|南,低楼层(共18层),南,82.8,89.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2010,0.93033713
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100110969.html,中楼层(共30层)|2013年建|3室2厅|130.5平米|南,中楼层(共30层),南,119.0,130.5,3室2厅,0,全新精装修未入住   三室两厅两卫   室内全屋木地板,2013,0.9118774
绿地二期巴赫公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100109469.html,中楼层(共33层)|2016年建|4室2厅|190平米|南,中楼层(共33层),南,193.0,190.0,4室2厅,0,绿地二期巴赫公馆 4室2厅 南,2016,1.0157895
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100107969.html,高楼层(共20层)3室2厅|138平米|南,高楼层(共20层,南,130.0,138.0,3室2厅,0,碧桂园山水云间 3室2厅 南,0,0.942029
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100107577.html,高楼层(共6层)|2010年建|3室2厅|90平米|南,高楼层(共6层),南,110.0,90.0,3室2厅,0,大发宜景城一期 3室2厅 南,2010,1.2222222
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100106969.html,中楼层(共18层)|2010年建|2室2厅|90平米|南,中楼层(共18层),南,90.0,90.0,2室2厅,0,碧桂园山水云间 2室2厅 南,2010,1.0
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112415110100106669.html,低楼层(共34层)|2010年建|3室2厅|93.59平米|南北,低楼层(共34层),南北,86.0,93.59,3室2厅,0,大发宜景城四期 3室2厅 南 北,2010,0.9189016
大发宜景城三期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112315110100103369.html,中楼层(共32层)|2014年建|2室1厅|87.5平米|南,中楼层(共32层),南,90.0,87.5,2室1厅,0,大发三期 精装修三房 拎包即住 小区环境优美,2014,1.0285715
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18112015110100100571.html,低楼层(共28层)|2012年建|3室2厅|97平米|南,低楼层(共28层),南,85.0,97.0,3室2厅,0,三室两厅精装修   产证满两年  楼层好  采光佳,2012,0.87628865
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111715110100100875.html,中楼层(共6层)|2013年建|3室2厅|111平米|南北,中楼层(共6层),南北,114.0,111.0,3室2厅,0,碧桂园山水云间 3室2厅 南 北,2013,1.027027
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111615110100103839.html,高楼层(共6层)|2012年建|3室2厅|118平米|南北,高楼层(共6层),南北,120.0,118.0,3室2厅,0,碧桂园山水云间 3室2厅 南 北,2012,1.0169492
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111515110100101089.html,低楼层(共28层)|2013年建|3室1厅|130平米|南,低楼层(共28层),南,113.8,130.0,3室1厅,0,碧桂园1号公园 3室1厅 南,2013,0.8753846
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111315110100112621.html,高楼层(共22层)|2013年建|3室2厅|112平米|南北,高楼层(共22层),南北,125.0,112.0,3室2厅,0,碧桂园山水云间 3室2厅 中间楼层 精装修,2013,1.1160715
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111315110100111091.html,中楼层(共32层)|2010年建|3室2厅|112平米|南,中楼层(共32层),南,96.0,112.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2010,0.85714287
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111315110100100621.html,高楼层(共20层)|2012年建|2室2厅|90平米|南北,高楼层(共20层),南北,76.8,90.0,2室2厅,0,碧桂园山水云间 2室2厅 南 北,2012,0.85333335
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111215110100104116.html,中楼层(共30层)|2014年建|3室2厅|97平米|南北,中楼层(共30层),南北,82.0,97.0,3室2厅,0,碧桂园一号公园小三房 中间楼层 南北通透 采光充足,2014,0.8453608
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111215110100100520.html,低楼层(共9层)|2012年建|2室2厅|86.5平米|南北,低楼层(共9层),南北,86.5,86.5,2室2厅,0,大发一期多层电梯洋房  精装修 拎包即住,2012,1.0
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18111115110100100416.html,高楼层(共34层)|2010年建|3室2厅|93.7平米|南,高楼层(共34层),南,82.0,93.7,3室2厅,0,房东急售 大发四期新房江景好房源,2010,0.87513345
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110615110100100182.html,低楼层(共34层)|2013年建|3室2厅|111.4平米|南,低楼层(共34层),南,100.0,111.4,3室2厅,0,大发宜景城四期 3室2厅 南,2013,0.89766604
雨润香水百合,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110515110100100729.html,中楼层(共17层)|2015年建|2室1厅|93平米|南,中楼层(共17层),南,106.0,93.0,2室1厅,0,雨润香水百合 2室1厅 南,2015,1.1397849
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110515110100100529.html,中楼层(共34层)|2013年建|3室2厅|110.99平米|南北,中楼层(共34层),南北,91.0,110.99,3室2厅,0,大发宜景城四期 3室2厅 南 北,2013,0.8198937
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110415110100101627.html,低楼层(共34层)|2013年建|3室2厅|110.99平米|南北,低楼层(共34层),南北,90.0,110.99,3室2厅,0,大发宜景城四期 3室2厅 南 北,2013,0.8108839
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110315110100100827.html,低楼层(共34层)|2015年建|3室2厅|101.75平米|南北,低楼层(共34层),南北,93.0,101.75,3室2厅,0,大发四期毛坯三房两厅一卫业主急售,2015,0.9140049
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18110215110100101430.html,中楼层(共20层)|2012年建|3室1厅|113平米|南,中楼层(共20层),南,126.0,113.0,3室1厅,0,碧桂园山水云间3室2厅1厨1卫，南北通透,2012,1.1150442
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032615110100102230.html,中楼层(共28层)|2015年建|3室2厅|112平米|南,中楼层(共28层),南,112.0,112.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2015,1.0
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032515110100100393.html,低楼层(共34层)|2010年建|3室2厅|111平米|南,低楼层(共34层),南,93.0,111.0,3室2厅,0,大发宜景城四期 3室2厅 南,2010,0.8378378
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032215110100110117.html,高楼层(共34层)3室2厅|111.34平米|南北,高楼层(共34层,南北,97.0,111.34,3室2厅,0,厅通阳台 南北通透 毛坯三室 主卧客卧厅双阳台,0,0.87120533
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032115110100103420.html,中楼层(共34层)|2019年建|3室2厅|102.08平米|南,中楼层(共34层),南,93.0,102.08,3室2厅,0,厅通阳台 毛坯三室 户型方正中间楼层 采光好,2019,0.91105014
安庆碧桂园钻石郡,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19012415110100102288.html,中楼层(共11层)4室2厅|138.5平米|南,中楼层(共11层,南,128.0,138.5,4室2厅,0,安庆碧桂园钻石郡 4室2厅 南,0,0.9241877
大发宜景城二期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032015110100101720.html,高楼层(共29层)|2010年建|2室2厅|93.57平米|南,高楼层(共29层),南,81.0,93.57,2室2厅,0,大发宜景城二期 2室2厅 南,2010,0.8656621
安庆碧桂园钻石郡,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19032015110100100781.html,低楼层(共11层)|2017年建|3室2厅|136.8平米|南北,低楼层(共11层),南北,125.0,136.8,3室2厅,0,安庆碧桂园钻石郡，经典三房，两房朝南，采光好。,2017,0.91374266
迎江御墅,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031915110100104320.html,高楼层(共25层)|2013年建|3室2厅|138.17平米|南北,高楼层(共25层),南北,118.0,138.17,3室2厅,0,迎江御墅 3室2厅 南 北,2013,0.8540204
雨润香水百合,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031915110100101922.html,中楼层(共17层)|2012年建|3室2厅|113.7平米|南北,中楼层(共17层),南北,133.0,113.7,3室2厅,0,香水百合 精装 三室两厅一卫 证满5年 诚售,2012,1.169745
迎江御墅,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031815110100100919.html,中楼层(共17层)|2013年建|4室2厅|206平米|东南,中楼层(共17层),东南,180.0,206.0,4室2厅,0,迎江御墅 4室2厅 东南,2013,0.8737864
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031515110100102719.html,高楼层(共24层)|2017年建|3室2厅|96平米|东南,高楼层(共24层),东南,89.8,96.0,3室2厅,0,碧桂园1号公园 3室2厅 东南,2017,0.9354167
安庆碧桂园钻石郡,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031415110100106519.html,低楼层(共11层)3室2厅|110平米|南北,低楼层(共11层,南北,150.0,110.0,3室2厅,0,安庆碧桂园钻石郡 3室2厅 南 北,0,1.3636364
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031315110100109649.html,高楼层(共28层)3室1厅|97平米|南,高楼层(共28层,南,81.0,97.0,3室1厅,0,1号公园前面是花园毛坯三房 产证满二随时看房,0,0.83505154
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19010715110100103440.html,高楼层(共30层)|2015年建|3室2厅|115.98平米|南,高楼层(共30层),南,95.0,115.98,3室2厅,0,碧桂园1号公园 3室2厅 南,2015,0.8191067
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031315110100105219.html,高楼层(共30层)|2012年建|3室2厅|97平米|东南,高楼层(共30层),东南,84.8,97.0,3室2厅,0,碧桂园1号公园 3室2厅 东南,2012,0.8742268
新河小区,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031315110100105149.html,中楼层(共7层)|1999年建|3室2厅|133平米|南北,中楼层(共7层),南北,120.0,133.0,3室2厅,0,吾悦广场旁 多层 铂金楼层 面朝新河,1999,0.90225565
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031315110100100549.html,低楼层(共30层)|2015年建|3室2厅|132平米|南北,低楼层(共30层),南北,115.0,132.0,3室2厅,0,南北通透 精装三房132平122万  楼层较好 采光视野好,2015,0.8712121
雨润香水百合,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19031115110100100597.html,高楼层(共15层)|2014年建|3室2厅|129平米|南北,高楼层(共15层),南北,140.0,129.0,3室2厅,0,雨润香水百合 成熟小区 生活方便,2014,1.0852714
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030915110100105397.html,中楼层(共28层)3室1厅|97平米|南北,中楼层(共28层,南北,81.0,97.0,3室1厅,0,碧桂园1号公园 3室1厅 南 北,0,0.83505154
大发宜景城一期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030915110100100410.html,中楼层(共6层)|2011年建|2室2厅|90平米|南北,中楼层(共6层),南北,90.0,90.0,2室2厅,0,证满2年 业主精装 拎包入住 户型方正 全天采光,2011,1.0
绿地二期巴赫公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030815110100100710.html,高楼层(共33层)|2015年建|3室2厅|113平米|南,高楼层(共33层),南,132.0,113.0,3室2厅,0,满两年 绿地二期 精装大三房  南北双阳台,2015,1.1681416
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030715110100104876.html,低楼层(共28层)|2015年建|3室2厅|131.37平米|南,低楼层(共28层),南,110.0,131.37,3室2厅,0,碧桂园1号公园 3室2厅 南,2015,0.8373297
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/18102915110100100477.html,低楼层(共29层)|2010年建|4室2厅|177平米|南北,低楼层(共29层),南北,130.0,177.0,4室2厅,0,碧桂园1号公园 4室2厅 南 北,2010,0.7344633
大发宜景城二期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030515110100104476.html,低楼层(共18层)|2014年建|3室2厅|115平米|南,低楼层(共18层),南,112.8,115.0,3室2厅,0,大发二期  精装修好房出售  看房方便  满2年,2014,0.9808696
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030215110100102971.html,中楼层(共29层)|2012年建|3室2厅|93.69平米|南,中楼层(共29层),南,81.0,93.69,3室2厅,0,户型方正，采光好，房东诚意出售。,2012,0.8645533
碧桂园山水云间,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19030115110100100263.html,高楼层(共18层)|2009年建|3室2厅|125平米|南,高楼层(共18层),南,130.0,125.0,3室2厅,0,碧桂园山水云间 3室2厅 南,2009,1.04
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19022815110100101762.html,中楼层(共29层)|2016年建|4室2厅|177平米|南北,中楼层(共29层),南北,130.0,177.0,4室2厅,0,急售！碧桂园一号公园满两税少！好楼层户型方正！,2016,0.7344633
雨润香水百合,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19022715110100104871.html,高楼层(共18层)|2012年建|2室2厅|93.75平米|南北,高楼层(共18层),南北,125.0,93.75,2室2厅,0,雨润地产香水百合毛坯大二房出售,2012,1.3333334
绿地一期卡莎公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19022715110100104671.html,中楼层(共24层)4室1厅|163.5平米|南北,中楼层(共24层,南北,162.0,163.5,4室1厅,0,绿地一期  好房出售  毛坯  自由设计  满5年  税费低,0,0.9908257
绿地一期卡莎公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19022715110100104462.html,中楼层(共24层)4室1厅|163.5平米|南北,中楼层(共24层,南北,162.0,163.5,4室1厅,0,绿地一期  好房出售  毛坯  自由设计  满5年  税费低,0,0.9908257
绿地一期卡莎公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050515110100100794.html,低楼层(共24层)3室2厅|143.49平米|南北,低楼层(共24层,南北,157.8,143.49,3室2厅,0,此房楼层好，视野开阔，小区配套完善，生活方便,0,1.0997282
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050415110100105996.html,中楼层(共28层)|2015年建|3室2厅|112平米|南北,中楼层(共28层),南北,100.0,112.0,3室2厅,0,碧桂园1号公园 3室2厅 南 北,2015,0.89285713
大发宜景城四期,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050415110100104855.html,低楼层(共34层)3室2厅|111.76平米|南北,低楼层(共34层,南北,95.0,111.76,3室2厅,0,大发四期 双阳台 中间楼层 南北通透 看房方便 有车位,0,0.8500358
迎江御墅,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050315110100105817.html,低楼层(共18层)|2008年建|3室2厅|110.7平米|南,低楼层(共18层),南,124.8,110.7,3室2厅,0,好房推荐，碧桂园迎江御墅精装三房,2008,1.1273713
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050315110100101852.html,低楼层(共28层)3室1厅|110.89平米|南,低楼层(共28层,南,96.0,110.89,3室1厅,0,此房中间楼层，厅通阳台，主卧大飘窗，全天采光,0,0.8657228
新河小区,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050115110100106545.html,低楼层(共7层)|1999年建|2室2厅|81.14平米|南,低楼层(共7层),南,74.0,81.14,2室2厅,0,新河小区 2室2厅 南,1999,0.91200393
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050115110100103758.html,高楼层(共29层)|2015年建|4室2厅|176.1平米|南,高楼层(共29层),南,140.0,176.1,4室2厅,0,碧桂园1号公园 4室2厅 南,2015,0.7950028
绿地三期西斯莱公馆,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050115110100103278.html,高楼层(共33层)|2012年建|3室2厅|123平米|南北,高楼层(共33层),南北,135.0,123.0,3室2厅,0,绿地三期 证满两年 中间楼层 视野开阔采光好,2012,1.097561
碧桂园1号公园,安庆,2019-11-26,宜秀区,龙狮桥乡,https://aq.ke.com/ershoufang/19050115110100102727.html,低楼层(共30层)|2015年建|3室2厅|112平米|南,低楼层(共30层),南,100.0,112.0,3室2厅,0,碧桂园1号公园 3室2厅 南,2015,0.89285713
